"title","logo","longitude","latitude"
"Sant&#8217;Orsola Terme &dash; Banca del Tempo Valle dei Mòcheni Bersntol","https://i1.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Valle-dei-Mòcheni-Bersntol.jpg?resize=150%2C150",11.303199,46.108239
"Pergine Valsugana &dash; Banca del Tempo Amici di Pergine","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Image_coming_soon.jpg?resize=150%2C150",11.249876,46.075173
"Borgo Valsugana &dash; Banca del Tempo Borgo Valsugana","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Image_coming_soon.jpg?resize=150%2C150</strong>",11.460543,46.053557
"Caldonazzo &dash; Banca del Tempo dei Laghi","https://i1.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Caldonazzo-Laghi.jpg?resize=150%2C150</strong>",11.262163,45.991744
"Trento &dash; Rete Trentina Banche del Tempo","https://i1.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Rete-Trentina.jpg?resize=450%2C150\" /></strong>",11.152745,46.069141
"Arezzo &dash; Banca del Tempo Un cerchio che si allarga",Francesca Costanzo<p><strong>Telefono:</strong> 057 537 75 13<p>bancadentempo.arezzo@gmail.com<p><strong>Sito Internet:</strong> <p>www.bancadeltempo.arezzo.it<p><br /> <p>Via S.Lorentino 28, 52100 Arezzo",11.877632,43.468084
"Pontedera &dash; Banca del Tempo Giratempo","https://i2.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Giratempo.jpg?resize=150%2C150dalle ore 17:00 alle ore 19:00",10.636359,43.662516
"Borgo San Lorenzo &dash; Banca del Tempo nel Mugello Il Giardino delle Ore","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Borgo-San-Lorenzo.jpg?resize=150%2C150alle ore 20.30 presso la sede in Piazza Dante 33<br />",11.386111,43.956111
"Prato &dash; Banca del Tempo Il Tempo in Banca",Angela Sassu<p><strong>Telefono:</strong> 057 458 31 12<br />iltempoinbanca@yahoo.it<br /> 59100 Prato",11.102228,43.877705
"Castelnuovo Val di Cecina &dash; Associazione Il Tempo Vola",Lorella Nardi<p><strong>Telefono:</strong> 058 863 146<p> lorella.nardi@inwind.it<p><br /> <p>56041 Castelnuovo Val di Cecina",10.905809,43.208242
"San Miniato &dash; Banca del Tempo San Miniato",Vanna Profeti<p><strong>Telefono:</strong> 057 140 62 98<br />profetivanna@libero.it<p><strong>Sito Internet:</strong> <p>www.comune.san-miniato.pi.it<p><br /> <p>56028 San Miniato",10.855120,43.682964
"Pomarance &dash; Associazione Il Tempo Vola",Sabrina<p><strong>Telefono:</strong> 058 863 146<br />sabrinabss@hotmail.com<p><br /> <p>56045 Pomarance",10.872188,43.299041
"Pistoia &dash; Banca del Tempo Pistoia","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Image_coming_soon.jpg?resize=150%2C150",10.907901,43.949054
"Terni &dash; Banca del Tempo Terni","https://i1.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Terni.jpg?resize=450%2C150\" />dalle ore 16:00 alle ore 18:00",12.657451,42.564148
"Marsciano &dash; Banca del Tempo Marsciano",Marchetti Loretta<p><strong>Telefono:</strong> 346 705 12 14<br />bdtmarsciano@gmail.com<p><strong>Sito Internet:</strong> <p>BancadelTempodiMarsciano<p><br /> <p>Via Trento 3, 06055 Marsciano",12.319170,42.950080
"Foligno &dash; Banca del Tempo Diamoci Tempo","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Image_coming_soon.jpg?resize=150%2C150Via Guglielmo Oberdan 119, 06034 Foligno",12.708622,42.955631
"Monopoli &dash; Banca del Tempo Le Contrade",Mariella Bruno<p><strong>Telefono:</strong> 080 937 21 04<br />bdtmonopoli@le-contrade.it<br /> Via Ricciotti 5, 70043 Monopoli",17.299822,40.953061
"Locorotondo &dash; Banca del Tempo Le Contrade",Raffaele De Mitri<p><strong>Telefono:</strong> 080 431 60 72<br />bdtlocorotondo@le-contrade.it<p><br /> <p>Via Sant&#8217;Elia 27, 70010 Locorotondo",17.325970,40.757320
"Gioia del Colle &dash; Banca del Tempo Kairos &dash; Centro di ascolto Dal silenzio alla Parola","bancadeltempokairos@gmail.com<p><br /> <p>Via Sannazzano 15, 70023 Gioia del Colle",16.917806,40.798533
"Trinitapoli &dash; Banca del Tempo Il Tempo stringe",Mariella Montanaro<p><strong>Telefono:</strong> 088 336 36 20<br />montanaro@comune.trinitapoli.bt.it<br /> Piazza Umberto I° 10, 76015 Trinitapoli ",16.087380,41.358940
"Taranto &dash; Banca del Tempo Tempo del fare",Nino Nastasi<br />tempodelfare@gmail.com<p><strong>Sito Internet:</strong> <p>www.tempodelfare.it<p><br /> <p>Via Bari 10, 74121 Taranto",17.270352,40.465209
"Ostuni &dash; Banca del Tempo Kairos Vivi il Tempo","https://i1.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Ostuni.jpg?resize=150%2C150Via Eugenio Trinchera 39, 72017 Ostuni",17.576972,40.725596
"Mesagne &dash; Banca del Tempo Mesagne",Davide Coluccia<p><strong>Telefono:</strong> 328 141 74 93<br />bancadeltempomesagne@gmail.com<p><br /> <p>Via Sabotino 34, 72023 Mesagne",17.816968,40.563796
"Maglie &dash; Banca del Tempo RivalutiAmo il Tempo (Progetto genitori)","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Maglie.jpg?resize=150%2C150Via Guido Rossa 13, c/o Asilo Nido, 73024 Maglie",18.303310,40.114825
"Cisternino &dash; Banca del Tempo La clessidra solidale","info@laclessidrasolidale.org<br /> Via Dante 56, 72014 Cisternino",17.429100,40.740710
"Barletta &dash; Banca del Tempo Quelli che….il tempo",Lidia Rutigliano<p><strong>Telefono:</strong> 0883 891 967<br />info@bancadeltempobarletta.it<p><strong>Sito Internet:</strong> <p>www.bancadeltempobarletta.it<p><strong>Indirizzo: </strong><p>Via G. Mameli 5, 76121 Barletta",16.276105,41.317034
"Bari &dash; Banca del Tempo Il Tempo delle Donne",Antonietta Ragone<p><strong>Telefono:</strong> 080 556 67 12<br />iltempodelledonne@email.it<p><strong>Sito Internet:</strong> <p>www.tempodonne.it<p><br /> <p>Via Fanelli 228/T, c/o Afhass, 70100 Bari",16.883393,41.092764
"Bari &dash;  Banca del Tempo Vola in Tempo","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Bari.jpg?resize=150%2C150dalle ore 17:00 alle ore 19:00",16.874255,41.107077
"Verona &dash; Banca del Tempo La Clessidra",Susanna Bernardelli<br />laclessidra.bdt@gmail.com<p><strong>Sito Internet:</strong> <p>www.laclessidrabdt.it<p><br /> <p>Piazza Roma 8, 37135 Verona",10.995370,45.383001
"Maserada sul Piave &dash; Banca del Tempo La ballata delle ore",Emanuela Setti<p><strong>Telefono:</strong> 380 532 92 62<br />emanuela.setti@yahoo.it<p><strong>Sito Internet:</strong> <p>www.maserada.com/bancatempo<p><br /> <p>Via Caccianiga 77, c/o palazzo Don Romero, 31052 Maserada sul Piave",12.319290,45.749410
".Coordinamento Banche del Tempo Terme Euganee Padova",<strong>Referente: </strong><p>Giampaolo Bedendo<br />gbedendo@alice.it<p><strong>Sito Internet:</strong> <p>www.ilmiotempo.it<p><br /> <p>35141 Padova",11.857706,45.402837
"Conegliano &dash; Banca del Tempo Conegliano",Carla Varetto<p><strong>Telefono:</strong> 320 432 14 55<p><br /> <p>Via Spellanzon 15, 31015 Conegliano",12.288526,45.879272
"Bassano del Grappa &dash; Banca del Tempo Bassano del Grappa",<strong>Telefono:</strong> 0424 521 483<br />info@bancadeltempobassano.it<p><strong>Sito Internet:</strong> <p>www.bancadeltempobassano.it<p><br /> <p>Via Schiavonetti 8, c/o l&#8217;associazione &#8216;Questa Città&#8217;, 36061 Bassano del Grappa",11.731740,45.766290
"Valdagno &dash; Banca del Tempo by Alveare",Bruno Scremin<p><strong>Telefono:</strong> 044 540 86 01<br />bdtal@libero.it<p><br /> <p>Viale Regina Margherita 42, Cittadella sociale, 36078 Valdagno",11.301890,45.638660
"Verona &dash; Banca del Tempo Per la pace chiusa",Francesca Borgo<p><strong>Telefono:</strong> 345 604 08 76<br />bancatempopace@gmail.com<p><br /> <p>Viale A. Palladio 4, 37138 Verona",10.979303,45.430963
"Verona &dash; Banca del Tempo Ora X Ora","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Ora-x-Ora-Verona.jpg?resize=150%2C150Via Monte Cillario 12, c/o 3° circ, 37124 Verona",10.948110,45.481344
"Verona &dash; Banca del Tempo Tu per Me io per Te",Elena Sonego<p><strong>Telefono:</strong> 045 807 85 37<br />banca.tempo@comune.verona.it<p><br /> <p>Largo Pasubio 6 &dash; ­1^ circ, 37121 Verona",10.994963,45.437271
"Piovene Rocchette &dash; Banca del Tempo Piovene Rocchette",Roberto Rossi<p><strong>Telefono:</strong> 044 565 10 56<p><br /> <p>Via Libertà 8, 36013 Piovene Rocchette",11.431214,45.760767
"Montebelluna &dash; Banca del Tempo e dei Saperi","https://i2.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-BdT-e-dei-Saperi.jpg?resize=150%2C150dalle ore 09:30 alle ore 11:00",12.045871,45.774195
"Colle Umberto &dash; Banca del Tempo Qua la mano!",Marco Coletti<p><strong>Telefono:</strong> 347 278 83 63<br />qualamanobdt@virgilio.it<p><br /> <p>Via G. Garibaldi 6, 31014 Colle Umberto",12.341771,45.943849
"Arzignano &dash; Banca del Tempo di Arzignano","https://i1.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Arzignano.jpg?resize=150%2C150dalle ore 11:00 alle ore 12:00",11.331808,45.520203
"Veneto &dash; .Coordinamento triveneto Associazione Girotondo 0re","<strong>Telefono: </strong> 044 233 08 71<br />veneto@Kronoscoordinamento.it<p><strong>Sito Internet:</strong> <p>www.girotondodelleore.it<p><br /> <p>31022 Preganziol",12.235132,45.602722
"Termini Imerese &dash; Banca del Tempo Himerense","https://i2.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Himerense.jpg?resize=150%2C150",13.696189,37.984023
"Siracusa &dash; Banca del Tempo Tempo solidale","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Image_coming_soon.jpg?resize=150%2C150",15.287816,37.090632
"Patti &dash; Banca del Tempo Ora è Tempo","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Patti.jpg?resize=150%2C150</strong>",14.966482,38.153346
"Palermo &dash; Banca del Tempo Multiculturale",Maria Muratore<p><strong>E-mail: </strong><p>bdtmulticulturale@sosrazzismosicilia.it<p><br /> <p>Vicolo Infermeria dei Cappuccini 3, 90134 Palermo",13.357730,38.112900
"Palermo &dash; Banca del Tempo AAA Tempo Libero Offresi","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-AAA-Tempo-Libero-Offresi-1.jpg?resize=150%2C150 ",13.364070,38.120110
"Palermo &dash; Associazione Anteas Palermo",Sebastiano Maggio<br />anteaspalermo@libero.it<p><br /> <p>Via Villa Heloise 10, 90143 Palermo",13.346354,38.139488
"Palermo &dash; Banca del Tempo Tempo Prezioso",Enzo Molinelli<p><strong>Telefono:  Telefono: </strong> 320 393 49 78<br />tempo.prezioso@libero.it<p><br /> <p>Via Enrico Fermi 8, 90145 Palermo",13.334725,38.126835
"Fiumefreddo di Sicilia &dash; Banca del Tempo Meridiana Time","https://i1.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Meridiana-Time-1.jpg?resize=150%2C150",15.195887,37.792790
"Enna &dash; Banca del Tempo Enna","https://i1.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Enna-150x150.jpg?resize=150%2C150</strong>",14.275191,37.565555
"Cefalù &dash; Banca del Tempo Ama il tuo tempo","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Ama-il-tuo-tempo.jpg?resize=150%2C15090015 Cefalù",14.017444,38.033705
"Catania &dash; Banca del Tempo Il Tempo che vuoi","https://i1.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Il-Tempo-che-Vuoi-Catania-1.jpg?resize=150%2C150",15.073631,37.542243
"Catania &dash; Banca del Tempo Clepsidra",Santa Agata Pasceri<p><strong>Telefono:  Telefono: </strong> 095 444 119<br />bdtclepsidra@virgilio.it<p><br /> <p>Via Caronda 223, 95128 Catania",15.084357,37.519029
"Caltagirone &dash; Banca del Tempo Caltagirone",Angelina Urzì<p><strong>Telefono:  Telefono: </strong> 093 354 361<br />bdtempo@gmail.com<p><br /> <p>95041 Caltagirone",14.512607,37.238093
"Acireale &dash; Banca del Tempo Vola",Lina Sciuto<p><strong>Telefono:  Telefono: </strong> 095 765 15 69<br />rosamediterranea1@alice.it<p><br /> <p>95024 Acireale",15.166736,37.607802
"Alcamo &dash; Banca del Tempo Insieme per la famiglia",Mariella Corvitto<br />famiglie@hotmail.it<p><br /> <p>Via delle Rose 14, 91011 Alcamo",12.949011,37.976550
"Alì Terme &dash; Banca del Tempo Insieme è meglio","https://i1.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Alì-Terme.jpg?resize=150%2C150su appuntamento",15.418863,37.999302
"Termoli &dash; Banca del Tempo Generazioni in&#8230;tempo","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Image_coming_soon.jpg?resize=150%2C150",14.984610,41.993681
"Venafro &dash; Banca del Tempo Il Cerchio blu","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Il-cerchio-blu.jpg?resize=150%2C150 ",14.045586,41.487806
"Senigallia &dash; Banca del Tempo Senigallia","https://i1.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Senigallia.jpg?resize=150%2C150presso il Centro Sociale Saline",13.226767,43.707657
"Recanati &dash; Banca del Tempo MOICA","Elisa Cingolani<p><strong>Telefono:  Telefono: </strong> 071 757 34 61<br />moicamarche@alice.it<p><strong>Sito Internet:</strong> <p>www.moica-marche.it<strong>Indirizzo: </strong> Via Calcagni 33, 62019 Recanati<strong><br /> </strong>",13.551757,43.402213
"Pesaro &dash; Banca del Tempo Pantano Miralfiore","https://i1.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Miralfiore-Pesaro.jpg?resize=150%2C150",12.905880,43.902132
"Macerata &dash; Banca del Tempo Macerata","https://i2.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Macerata.jpg?resize=150%2C150 ",13.472237,43.291540
"Ascoli Piceno &dash; Banca del Tempo Ascoli Piceno","Giovanna Martelli<p><strong>Telefono:  Telefono: </strong> 073 624 01 29<p> giorgimanuela@libero.it<strong>Indirizzo: </strong> Via B.Tucci 3, 63100 Ascoli Piceno<strong><br /> </strong>",13.570448,42.859750
"Ancona &dash; Banca del Tempo di Ancona","Stella Negri<p> bancadeltempoancona@yahoo.it<p><strong>Sito Internet:</strong><p> bancadeltempoancona.wordpress.com<strong>Indirizzo: </strong> Via Pizzecolli 1, 60121 Ancona<strong><br /> </strong>",13.510973,43.620164
"Vado Ligure &dash; Banca del Tempo La Meridiana","https://i1.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Meridiana-Vado-Ligure.jpg?resize=150%2C150dalle ore 16:00 alle ore 18:00",8.436364,44.268181
"Savona &dash; Banca del Tempo di Savona","https://i1.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Savona.jpg?resize=150%2C150<br /> </strong>",8.474880,44.304303
"Sanremo &dash; Banca del Tempo di Sanremo","Barbara Dromoska<p><strong>Telefono:  Telefono: </strong> 800 628 760<strong>Indirizzo: </strong> Corso Garibaldi 1, 18038 Sanremo<strong><br /> </strong>",9.186515999999983,45.465454
"Ortonovo &dash; Banca del Tempo di Luni","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Luni.jpg?resize=150%2C150",10.020176,44.077651
"Chiavari &dash; Banca del Tempo Chiavarintempo",<strong>Telefono:  Telefono: </strong> 334 501 87 62<br />bancatempochiavari@libero.it<p><strong>Sito Internet:</strong> <p>www.chiavarintempo.it<strong>Indirizzo: </strong> Piazza Beato Giovanni Paolo II 1, 16043 Chiavari<strong><br /> </strong>",9.329050,44.343467
"Camogli &dash; Banca del Tempo di Camogli","https://i1.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Camogli.jpg?resize=150%2C150",9.155956,44.348101
"Genova &dash; Associazione Le Ore d&#8217;Argento Auser","https://i1.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Auser-Genova-Banca-del-Tempo_.jpg?resize=150%2C150<br /> </strong>",8.923845,44.416370
"Tarquinia &dash; Banca del Tempo Il Nazzareno","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Image_coming_soon.jpg?resize=150%2C150Via Vecchia della Stazione 28a, 01016 Tarquinia",11.729245,42.239764
"Rieti &dash; Banca del Tempo Rieti",Desy Benvenuti<p><strong>Telefono:  Telefono: </strong> 0746 297 828<br />info@informagiovanirieti.it<p><br /> <p>Piazzale Angelucci 5, 02100 Rieti",12.892062,42.406008
"Monterotondo &dash; Banca del Tempo 5 Strade","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Image_coming_soon.jpg?resize=150%2C150Via Antonio Gramsci 122, 00015 Monterotondo",12.607590,42.053015
"Manziana &dash; Banca del Tempo Associazione Trova il Tempo","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Image_coming_soon.jpg?resize=150%2C150Largo Gioacchino Fara, 00066 Manziana",12.130203,42.130133
"Latina &dash; Banca del Tempo Associazione Tempo Amico","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Latina-Tempo-Amico.jpg?resize=150%2C150Casa del Volontariato &dash; Via Pier Luigi Nervi, c/o Centro Commerciale Latinafiori &dash; Torre 5 Gigli Scala A &dash; 04100 Latina",12.888313,41.456016
"Guidonia Montecelio &dash; Banca del Tempo Guidonia Montecelio","https://i1.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Guidonia.jpg?resize=150%2C150Piazza Matteotti – Torre Municipale 4° piano, 00012 Guidonia Montecelio",12.725620,41.999848
"Grottaferrata &dash; Banca del Tempo Grottaferrata",Rita Spinelli<p><strong>Telefono:  Telefono: </strong> 06 945 80 71<p> bancadeltempo@comune.grottaferrata.roma.it<p><br /> <p>Via Verdi 12, 00046 Grottaferrata",12.667426,41.788365
"Cori &dash; Banca del Tempo di Cori","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Cori.jpg?resize=150%2C150Via della Libertà 26, 04010 Cori",12.912822,41.643115
"Civitavecchia &dash; Banca del Tempo di Civitavecchia","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Image_coming_soon.jpg?resize=150%2C150Largo Piccinato 10, 00053 Civitavecchia",11.807133,42.093333
"Cassino &dash; Banca del Tempo di Cassino","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Cassino.jpg?resize=150%2C150Via Gaetano Di Biasio, 03043 Cassino",13.825586,41.485424
"Aprilia &dash; Banca del Tempo Aprilia in Movimento","https://i2.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Aprilia.jpg?resize=450%2C150\" />dalle ore 16:00 alle ore 19:00",12.650813,41.588970
"Roma – Municipio XV &dash; Banca del Tempo Insieme si può","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Image_coming_soon.jpg?resize=150%2C150",12.481382,42.003267
"Roma – Municipio XIV &dash; Banca del Tempo A.Ge. Romana","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Image_coming_soon.jpg?resize=150%2C150",12.415412,41.920118
"Roma – Municipio XII &dash; Banca del Tempo Tempo di Scambi","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Image_coming_soon.jpg?resize=150%2C150",12.410080,41.868760
"Roma – Municipio XII &dash; Banca del Tempo L&#8217;Anfora","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Image_coming_soon.jpg?resize=150%2C150",12.441525,41.879976
"Roma – Municipio XI &dash; Banca del Tempo Corviale Mela Magica","https://i1.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Corviale-melamagica.jpg?resize=150%2C150",12.413331,41.850251
"Roma – Municipio XI &dash; Banca del Tempo Marconi Auser Lazio","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Image_coming_soon.jpg?resize=150%2C150",12.465556,41.862683
"Roma – Municipio X &dash; Banca del Tempo Lo Scariolante","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Lo-Scariolante.jpg?resize=150%2C150",12.302677,41.760042
"Roma – Municipio IX &dash; Banca del Tempo Donne Insieme","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Image_coming_soon.jpg?resize=150%2C150",12.478336,41.818213
"Roma – Municipio  VIII &dash; Banca del Tempo Pian due Torri","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Image_coming_soon.jpg?resize=150%2C150",12.487615,41.846724
"Roma – Municipio  V – Banca del Tempo Età Libera","https://i2.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Età-Libera.jpg?resize=150%2C150",12.577499,41.890594
"Roma – Municipio  V &dash; Banca del Tempo  Mamme e non solo","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Image_coming_soon.jpg?resize=150%2C150",12.534690,41.889570
"Roma – Municipio  IV &dash; Banca del Tempo Età Libera","https://i2.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Età-Libera.jpg?resize=150%2C150",12.545924,41.914072
"Roma – Municipio  III &dash; Banca del Tempo Il Ponte per la solidarietà","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Image_coming_soon.jpg?resize=150%2C150",12.521396,41.957708
"Roma – Municipio  II &dash; Banca del Tempo SOS Razzismo","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Image_coming_soon.jpg?resize=150%2C150",12.519350,41.909408
"Roma &dash; Municipio I &dash; Banca del Tempo Articolonove","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Image_coming_soon.jpg?resize=150%2C150</strong>",12.476601,41.877578
".Coordinamento Banche del Tempo di Roma","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Coordinamento-Roma.jpg?resize=150%2C150Via Giovanni Comisso 23, 00144 Roma",12.478336,41.818213
"Buja &dash; Banca del Tempo Ore d&#8217;Oro","https://i1.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/11/Logo-Ore-dOro-Buja.jpg?resize=150%2C150",13.125494,46.207534
"Fiume Veneto &dash; Banca del Tempo La Meridiana","https://i2.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/11/Logo-La-Meridiana-Friuli.jpg?resize=150%2C150",12.700259,45.912299
"Sistiana &dash; Banca del Tempo Pollicino","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/11/Logo-Pollicino.jpg?resize=450%2C150\" />",13.640750,45.765554
"Anzola dell&#8217;Emilia &dash; Banca del Tempo Anzola dell&#8217;Emilia","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Image_coming_soon.jpg?resize=150%2C150",11.192180,44.547380
"Coriano &dash; Banca del Tempo Coriano","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Image_coming_soon.jpg?resize=150%2C150servizisociali@comune.coriano.rn.it",12.603362,43.963891
"Carpi &dash; Banca del Tempo Carpi","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/11/Logo-Carpi.jpg?resize=150%2C150Via De Amicis 59, 41012 Carpi",10.885768,44.787027
"Udine &dash; Banca del Tempo Progetto Tempo","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/11/Logo-Progetto-Tempo-Udine.jpg?resize=150%2C150Palazzo sede della 4° Circoscrizione, all’ultima entrata prima della piscina al primo piano, salendo dalle scale a destra",13.249126,46.054918
"Emilia Romagna &dash; Banca del Tempo Forlì","<strong>Telefono:  </strong>+39 331 12 64 584<strong><br /> E-mail: </strong>bancadeltempoforli@gmail.com<br /> Viale Bolognesi 23 (ingresso Via Serra 2) 47121 Forlì",12.047534,44.217370
"Imola &dash; Banca del Tempo e Scambio","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/11/Logo-Imola.jpg?resize=150%2C150Piazza Antonio Gramsci 21, c/o Casa del Volontariato, 40026 Imola",11.712936,44.353215
"Bologna &dash; Banca del Tempo Momo",Salvatore Panu<p><strong>Telefono:  Telefono: </strong> 0519 91 46 02<br />momobdt@libero.it<p><strong>Sito internet:</strong> <p>www.bancadeltempo.biz<p><br /> <p>Via L. Serra 2/g, 40100 Bologna",11.345710,44.508472
"Modena &dash; Banca del Tempo Modena","https://i1.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/11/Logo-Modena.jpg?resize=150%2C150dalle ore 09:30 alle ore 11:30",10.940665,44.645421
"Quattro Castella &dash; Banca del Tempo di Quattro Castella","https://i1.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/11/Logo-Quattro-Castella.jpg?resize=150%2C150Via F.lli Cervi 4, c/o casa del Volontariato (ex scuole elementari), 42020 Montecavolo di Quattro Castella",10.534515,44.632451
"Emilia Romagna &dash; Banca del Tempo For-Te","Simone Nizzi<strong>Telefono:  </strong>+39 328 738 93 76<strong><br /> E-mail: </strong>bdtforte@gmail.com<br /> Via Edison 36, 41043 Formigine",10.825674,44.581854
"Emilia Romagna &dash; Banca del Tempo La Clessidra","Teresa Malaguti<strong>Telefono:  </strong>+39 0535 913 47<strong><br /> E-mail: </strong>laclessidrafinale@libero.it<br /> Via Cappuccini 20/A, 41034 Finale Emilia",11.290961,44.829996
"Bibbiano &dash; Banca del Tempo di Bibbiano","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Image_coming_soon.jpg?resize=150%2C150<strong><br /> </strong></div>",10.455809,44.650179
"Santarcangelo di Romagna &dash; Banca del Tempo Santarcangelo di Romagna",Vittorio Silenzi<p><strong>Telefono:  Telefono: </strong> 0541 62 43 05<br />segreteria@bdt-san.org<p><strong>Indirizzo:  </strong><p>Via G. da Serravalle 8/b, 47822 Santarcangelo di Romagna",12.448249,44.062143
"Rimini &dash; Banca del Tempo Marecchia","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Image_coming_soon.jpg?resize=150%2C150Via Bruno Toni 12/14, c/o la Casa dell&#8217;intercultura, 47922 Rimini",12.554352,44.060193
"Napoli &dash; Banca del Tempo Tutti per uno, ognuno per gli altri","https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Image_coming_soon.jpg?resize=150%2C150</strong>",14.326827,40.858121
